   tot%      tot#     self%     self#  function
0.00038         1   0.00000         0  toplevel
0.99962      2630   0.00038         1  | "doRun"
0.76359      2009   0.00000         0  | | "setDistance"
0.76359      2009   0.00000         0  | | | "standardGeneric"
0.76359      2009   0.00000         0  | | | | "setDistance"
0.76359      2009   0.00000         0  | | | | | "dist"
0.76359      2009   0.00000         0  | | | | | | "nrow"
0.76359      2009   0.00000         0  | | | | | | | "as.matrix"
0.76359      2009   0.00000         0  | | | | | | | | "matrix"
0.76359      2009   0.00000         0  | | | | | | | | | "boxcoxplsSummary"
0.76359      2009   0.00000         0  | | | | | | | | | | "summaryStatsLong"
0.76207      2005   0.00000         0  | | | | | | | | | | | "fitContinuous.hacked"
0.35386       931   0.00000         0  | | | | | | | | | | | | "fitContinuousModel"
0.20144       530   0.00000         0  | | | | | | | | | | | | | "try"
0.20144       530   0.00000         0  | | | | | | | | | | | | | | "tryCatch"
0.20144       530   0.00000         0  | | | | | | | | | | | | | | | "tryCatchList"
0.20144       530   0.00000         0  | | | | | | | | | | | | | | | | "tryCatchOne"
0.19916       524   0.00000         0  | | | | | | | | | | | | | | | | | "doTryCatch"
0.19916       524   0.00038         1  | | | | | | | | | | | | | | | | | | "optim"
0.19878       523   0.00000         0  | | | | | | | | | | | | | | | | | | | "<Anonymous>"
0.19878       523   0.00608        16  | | | | | | | | | | | | | | | | | | | | "fn"
0.09464       249   0.00038         1  | | | | | | | | | | | | | | | | | | | | | "dmvnormPseudoinverse"
0.06575       173   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "mahalanobis"
0.06499       171   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "rowSums"
0.06499       171   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "is.data.frame"
0.06499       171   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "pseudoinverse"
0.05473       144   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "fast.svd"
0.05473       144   0.00646        17  | | | | | | | | | | | | | | | | | | | | | | | | | | | "positive.svd"
0.04827       127   0.00912        24  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "svd"
0.03497        92   0.03003        79  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "La.svd"
0.00494        13   0.00494        13  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "matrix"
0.00418        11   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t"
0.00418        11   0.00418        11  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t.default"
