   tot%      tot#     self%     self#  function
0.00037         1   0.00000         0  toplevel
0.99963      2687   0.00000         0  | "doRun"
0.72024      1936   0.00000         0  | | "setDistance"
0.72024      1936   0.00000         0  | | | "standardGeneric"
0.72024      1936   0.00000         0  | | | | "setDistance"
0.72024      1936   0.00000         0  | | | | | "dist"
0.72024      1936   0.00000         0  | | | | | | "nrow"
0.72024      1936   0.00000         0  | | | | | | | "as.matrix"
0.72024      1936   0.00000         0  | | | | | | | | "matrix"
0.72024      1936   0.00000         0  | | | | | | | | | "boxcoxplsSummary"
0.72024      1936   0.00000         0  | | | | | | | | | | "summaryStatsLong"
0.71875      1932   0.00000         0  | | | | | | | | | | | "fitContinuous.hacked"
0.35156       945   0.00000         0  | | | | | | | | | | | | "fitContinuousModel"
0.20424       549   0.00000         0  | | | | | | | | | | | | | "try"
0.20424       549   0.00000         0  | | | | | | | | | | | | | | "tryCatch"
0.20424       549   0.00000         0  | | | | | | | | | | | | | | | "tryCatchList"
0.20424       549   0.00000         0  | | | | | | | | | | | | | | | | "tryCatchOne"
0.20164       542   0.00000         0  | | | | | | | | | | | | | | | | | "doTryCatch"
0.20164       542   0.00037         1  | | | | | | | | | | | | | | | | | | "optim"
0.20126       541   0.00000         0  | | | | | | | | | | | | | | | | | | | "<Anonymous>"
0.20126       541   0.00521        14  | | | | | | | | | | | | | | | | | | | | "fn"
0.09412       253   0.00037         1  | | | | | | | | | | | | | | | | | | | | | "dmvnormPseudoinverse"
0.06213       167   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "mahalanobis"
0.06176       166   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "rowSums"
0.06176       166   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "is.data.frame"
0.06176       166   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | "pseudoinverse"
0.05283       142   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "fast.svd"
0.05283       142   0.00632        17  | | | | | | | | | | | | | | | | | | | | | | | | | | | "positive.svd"
0.04650       125   0.00818        22  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "svd"
0.03497        94   0.03088        83  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "La.svd"
0.00409        11   0.00409        11  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "matrix"
0.00335         9   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t"
0.00335         9   0.00335         9  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t.default"
0.00372        10   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "t"
0.00372        10   0.00372        10  | | | | | | | | | | | | | | | | | | | | | | | | | | | "t.default"
0.00260         7   0.00260         7  | | | | | | | | | | | | | | | | | | | | | | | | | | "*"
0.00223         6   0.00223         6  | | | | | | | | | | | | | | | | | | | | | | | | | | "%*%"
0.00037         1   0.00037         1  | | | | | | | | | | | | | | | | | | | | | | | | | | "/"
0.00037         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "sweep"
0.00037         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "aperm"
0.00037         1   0.00037         1  | | | | | | | | | | | | | | | | | | | | | | | | | "aperm.default"
0.01786        48   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "isSymmetric"
0.01786        48   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "isSymmetric.matrix"
0.01786        48   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | "all.equal"
0.01786        48   0.00781        21  | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.numeric"
0.00521        14   0.00521        14  | | | | | | | | | | | | | | | | | | | | | | | | | | "as.vector"
0.00484        13   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | "attr.all.equal"
0.00260         7   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "mode"
0.00260         7   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t"
0.00260         7   0.00260         7  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "t.default"
0.00223         6   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal"
0.00223         6   0.00037         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.list"
0.00186         5   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal"
0.00149         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.list"
0.00149         4   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal"
0.00149         4   0.00112         3  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.character"
0.00037         1   0.00037         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "attr.all.equal"
0.00037         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "all.equal.numeric"
0.00037         1   0.00037         1  | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | "data.class"
0.01339        36   0.01339        36  | | | | | | | | | | | | | | | | | | | | | | "eigen"
0.00037         1   0.00037         1  | | | | | | | | | | | | | | | | | | | | | | "matrix"
0.04650       125   0.00000         0  | | | | | | | | | | | | | | | | | | | | | "ouMatrix"
0.01711        46   0.01711        46  | | | | | | | | | | | | | | | | | | | | | | "*"
0.00744        20   0.00707        19  | | | | | | | | | | | | | | | | | | | | | | "diag"
0.00037         1   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | | "sapply"
0.00037         1   0.00037         1  | | | | | | | | | | | | | | | | | | | | | | | | "lapply"
0.00744        20   0.00744        20  | | | | | | | | | | | | | | | | | | | | | | "matrix"
0.00632        17   0.00632        17  | | | | | | | | | | | | | | | | | | | | | | "-"
0.00521        14   0.00521        14  | | | | | | | | | | | | | | | | | | | | | | "exp"
0.00298         8   0.00298         8  | | | | | | | | | | | | | | | | | | | | | | "+"
0.04278       115   0.00000         0  | | | | | | | | | | | | | | | | | | | | | "phylogMean"
0.04204       113   0.00000         0  | | | | | | | | | | | | | | | | | | | | | | "try"
